,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,-0.0175005574654,0.151687207435,-0.0110522054647,0.131933511525,0.0502722991211,-0.0141688267364,0.0122557831186,0.0692204176423,-0.173074017035,0.0845886313383,-0.0045057482957,0.044450267774,0.132551396863,-0.118855137176,0.199948508266,-0.0729142620152,-0.060304174854,-0.00258663816604,-0.270557289898,0.255482068416,0.124548867784,-0.0363276386243,-0.188004746368,-0.0387658518467,-0.0897679168954,0.00160281013835,0.107041065353,-0.168779919567,0.0953236423965,-0.0111325380323,-0.0944933116719,-0.0123520087412,0.330221295428,0.459054296929
1,-0.0175006039753,0.151687112057,-0.0110522082248,0.131933199298,0.05027185394,-0.0141680782999,0.0122552641498,0.0692201321861,-0.173073560186,0.0845882157269,-0.00450524544188,0.0444501261735,0.1325510674,-0.118854807686,0.199948150097,-0.0729142244289,-0.0603040911627,-0.00258651750949,-0.270557166544,0.255481706836,0.124548522771,-0.0363273666767,-0.188004316849,-0.0387659349312,-0.0897672728165,0.00160273466835,0.107040609032,-0.16877976862,0.0953232320131,-0.0111321239562,-0.0944931574117,-0.0123521386818,0.330220977669,0.45905428884
2,-0.0175007304024,0.151686852794,-0.0110522157273,0.131932350575,0.0502706438121,-0.0141660438386,0.0122538534462,0.0692193562359,-0.173072318342,0.0845870859778,-0.00450387854349,0.0444497412634,0.132550171828,-0.118853912038,0.199947176492,-0.0729141222589,-0.0603038636661,-0.002586189531,-0.270556831233,0.255480723962,0.12454758493,-0.0363266274466,-0.188003149296,-0.038766160778,-0.0897655220286,0.00160252951963,0.107039368623,-0.168779358302,0.0953221164754,-0.0111309983809,-0.0944927380892,-0.0123524918968,0.330220113911,0.459054266852
3,-0.0175010740666,0.151686148045,-0.0110522361214,0.131930043506,0.0502673543436,-0.0141605135994,0.0122500187563,0.0692172469845,-0.173068942658,0.0845840150016,-0.00450016292843,0.0444486949692,0.132547737412,-0.118851477414,0.199944529959,-0.0729138445319,-0.0603032452661,-0.00258529799302,-0.270555919764,0.255478052231,0.124545035614,-0.0363246180106,-0.187999975556,-0.0387667746934,-0.0897607628936,0.00160197186757,0.107035996842,-0.168778242942,0.0953190841294,-0.01112793875,-0.0944915982524,-0.0123534520349,0.330217765974,0.459054207082
4,-0.0175020082429,0.151684232337,-0.0110522915583,0.131923772245,0.0502584126411,-0.0141454808505,0.0122395949883,0.0692115134448,-0.1730597666,0.0845756672225,-0.00449006283952,0.0444458508468,0.13254111998,-0.11884485942,0.199937335937,-0.0729130895916,-0.0603015642807,-0.00258287454152,-0.270553442134,0.255470789714,0.124538105854,-0.0363191557973,-0.187991348438,-0.0387684434885,-0.0897478262234,0.00160045601214,0.107026831393,-0.16877521108,0.0953108413587,-0.0111196218109,-0.0944884998546,-0.0123560619606,0.330211383619,0.459054044611
5,-0.0175045475974,0.151679024904,-0.0110524422513,0.131906725188,0.0502341065735,-0.0141046176026,0.0122112602491,0.0691959280678,-0.173034823487,0.0845529756065,-0.00446260795139,0.0444381197206,0.132523131937,-0.118826869848,0.199917780558,-0.0729110374511,-0.0602969948888,-0.00257628691734,-0.270546707237,0.255451048146,0.124519268814,-0.0363043079621,-0.187967897499,-0.038772979744,-0.089712660708,0.00159633548984,0.107001917117,-0.168766969624,0.0952884351846,-0.0110970140263,-0.0944800775362,-0.0123631564744,0.330194034579,0.459053602967
6,-0.0175114502786,0.151664869634,-0.0110528518774,0.131860386482,0.0501680358317,-0.0139935397783,0.0121342384426,0.0691535626209,-0.172967021076,0.0844912933991,-0.00438797782787,0.0444171043406,0.132474235367,-0.118777969121,0.199864623526,-0.0729054591549,-0.0602845739937,-0.00255837989826,-0.270528399889,0.255397384999,0.12446806443,-0.0362639473614,-0.187904151238,-0.0387853105647,-0.0896170709266,0.00158513474898,0.106934193095,-0.168744567024,0.0952275288889,-0.0110355596965,-0.0944571833013,-0.0123824413624,0.330146874999,0.459052402455
7,-0.0175302137114,0.15162639162,-0.0110539653565,0.131734424822,0.049988436935,-0.0136915989469,0.0119248714656,0.0690384013963,-0.172782715014,0.0843236237755,-0.00418511211925,0.0443599786151,0.132341320707,-0.118645043164,0.199720127732,-0.0728902957739,-0.0602508105002,-0.00250970357368,-0.270478635358,0.255251513444,0.124328876484,-0.0361542358742,-0.187730870934,-0.0388188292105,-0.0893572309606,0.0015546879786,0.106750100117,-0.168683670444,0.095061968412,-0.0108685095084,-0.0943949503184,-0.0124348631228,0.330018681968,0.459049139126
8,-0.0175809401639,0.151521271029,-0.011060336419,0.131391761791,0.0495110529045,-0.0128717455786,0.0113558702698,0.0687292234374,-0.172287086509,0.0838701374316,-0.00363358961173,0.044173358357,0.131996836699,-0.118272813312,0.19933448957,-0.0728512880751,-0.0601592023171,-0.00237578761344,-0.270343973985,0.254855921707,0.123955397227,-0.0358951823865,-0.187238974089,-0.0389159935942,-0.0886642819581,0.00147247411308,0.106249592516,-0.168521792303,0.0946094636849,-0.0104115552194,-0.0942252505018,-0.0125157362808,0.32963408417,0.459041776581
9,-0.0177198035984,0.15123723033,-0.0110719355399,0.130418293276,0.0481987005002,-0.0106398259481,0.00991634039861,0.0678989855555,-0.170948145985,0.0826176978193,-0.0021555732667,0.0437032536398,0.131068430849,-0.117260768233,0.198271182407,-0.0727389840252,-0.0599276212598,-0.00201726059593,-0.269969181955,0.253782959368,0.122936649778,-0.0351474991218,-0.185929485194,-0.0392039919543,-0.0867577924307,0.00125095986855,0.104883299191,-0.168078098341,0.093386579145,-0.00916568913924,-0.0937595218227,-0.0128056315379,0.328614209699,0.459018226258
10,-0.0180197556835,0.150438560261,-0.0111193447223,0.127840530807,0.044604204523,-0.00454755438666,0.00603721210315,0.0659499628197,-0.167364034385,0.0793085770009,0.0,0.0429740459025,0.128605170376,-0.114175401331,0.195483086091,-0.0723686480957,-0.0592438389383,-0.00114082354395,-0.268792149168,0.251005936342,0.120167376599,-0.0332145864512,-0.182437926532,-0.0393645483789,-0.0816526712858,0.000723216686497,0.10102961929,-0.166709143769,0.0900704051618,-0.00555231492022,-0.0920954394699,-0.0139395456108,0.325604450514,0.459007591872
11,-0.0185655268455,0.148167156445,-0.0114536760109,0.122200652595,0.0359540285274,0.000197006555241,0.00581458215275,0.0635416248014,-0.156793397642,0.0714154355233,0.0,0.0405400430907,0.122094231031,-0.107349637044,0.18884367542,-0.0711072873666,-0.0575813031559,0.0,-0.265136997811,0.244155279063,0.113226419688,-0.0285581288132,-0.172526261544,-0.0369732273229,-0.069276721806,0.0,0.0891411511025,-0.16432944686,0.0804541565588,0.00127618231302,-0.0831228091924,-0.0158995465429,0.316920391644,0.459218355188
12,-0.0200317786019,0.142155119852,-0.0123009810026,0.111604106826,0.0145437026428,0.000575775994745,0.0106811999403,0.0581817792526,-0.12487662876,0.0509602867643,0.0,0.0308809576528,0.103278990302,-0.0880798957875,0.171933926509,-0.0672067674316,-0.0542305069118,0.0,-0.255298292507,0.22584402497,0.0952403791286,-0.0204747917423,-0.141925222343,-0.0286156148528,-0.0379726103254,0.0,0.0529080178815,-0.158436052445,0.0511288872037,0.0230522582885,-0.0607951852862,-0.0151787569892,0.289345525537,0.459746363341
13,-0.0198649830911,0.125553692999,-0.0125015767148,0.0567835722111,0.0,0.000109351424013,0.0125571067255,0.0425317773814,-0.0526114729392,0.0139656729178,0.0,0.00369812063133,0.0512479408674,-0.0579199938129,0.138843278448,-0.0593776749236,-0.0398414887856,0.0,-0.234384735068,0.180852088817,0.0542197842881,-0.00300656604238,-0.0559080898481,0.0,-0.00162185134099,0.0,0.0,-0.126630937304,0.0,0.066340307509,-0.0140177157218,-0.00273452354407,0.20038963573,0.462840278996
14,-0.003326563571,0.0963940649805,-0.00974113196068,0.0,0.0,0.0,0.0,0.00122134664563,0.0,0.0177216765828,0.0,0.0,0.0,-0.00254429606974,0.107152927194,-0.0392137466748,-0.0512981495262,0.0,-0.15162853812,0.105188287744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0503392911643,0.0,0.0699138528257,0.0,0.0,0.0825871031455,0.460526351619
15,0.0,0.0477327680644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0346963096155,0.0,-0.0237495828197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455897713171,0.0,0.0,0.0,0.431099189293
