920.00	598.50	61.52	320957.3	64.5	15	797.3	809.8	67.81	3758.77	42587	628132.9	4986	60.78	3.94	297210.1	3663.5	757.8	861.8	65	60.53	3538.71	610502.7	6788	54.2	5.41	280451.7	58.1	119.75	15	795	818.5	8001	63.69	58.55	3347.72	21293.5	589389.6	52.4	262789	59.88	746.8	815.5	8013	62.78	56.45	3387.72	606524.2	51.3	56.13	5.97	249110.7	217	10445.6	733.8	815.5	8002	60.74	54.26	41407	601988.1	2200.00
1140.00	3040.00	103.03	685697.5	105.5	15	1408.4	1473.5	105.52	12113.01	45966	1188995.8	2700	101.84	2.65	625829.2	4386.9	1424.1	1584.3	101	101.89	13571.8	1067772	3561	98.2	2.76	602224.7	97.2	104.4	15	1298.8	1389.6	8735	98.12	98.45	13596.37	22983	973523.7	92.8	552124.4	52.2	1294.2	1288	8585	95.35	94.34	12063.5	954628.6	86.2	83.21	3.25	526596.4	334.8	14488.6	1143.8	1316.3	8393	90.95	89.79	44835	929027.1	5000.00
840.00	480.00	41.25	160401.5	34.4	15	614	608.2	45.91	1537.96	39066	524764.8	1580	40.84	1.15	150266.8	1149.5	573.7265313	680.29	43.4	36.45	1535.16	466212.2	2628	39.3	1.52	143737.7	33.5	142.9	15	554.0819663	663.97	5827	41.79	34.76	1527.55	19533	409677.9	38	134548.4	71.45	574.6	680.5	5565	41.03	33.37	1601.79	403875	36.2	37.64	1.55	134312.5	175.7	3994.7	589.5	765.8	4930	38.7	32.04	37933	377828.6	1200.00
202.00	13.70	10.03	38193.64	13.6	12	183.6	211.1	11.62	392.96	8435.75	141542.6	2952	8.5	1.99	35859.4	322.5	165.1	208.6	10.86	9.79	435.1	129102.4	2649	11.4	2.25	32793.7	11.73	42.45	12	167.9	209.6	1507	10.17	9.35	508.64	24582	123618	10.6	30012.46	28.3	180.3715071	158.45	1450	9.91	8.85	590.64	121857.2	10	3.91	3	27231.21	14.15	152.6	197.6795574	152.25	1456	9.73	8.34	8194	122031.7	165.00
800.00	1230.00	162.84	1640293	229.3	11	2738.8	3148	158.63	10082	49572	2318397	6370	154.36	5.33	1523166.6	12930	2595.2	3000	148.76	159	9700	1908975.7	5909	177.6	6.88	1451175.9	188.9	196.65	11	2284.4	2627.5	9347	140.9	146.2	10149	24786	1681849.3	160	1341072.8	98.33	2451.2	2526.4	9306	136.56	138.8	9291	1732937.5	149.1	134.8	4.09	1284199.4	432.4	73143.5	2220.6	2244.1	9286	136.6	140.2	48260	1734973.5	5500.00
640.00	1050.00	162.84	1640293	229.3	11	2738.8	3148	158.63	10082	49572	2318397	6370	154.36	5.33	1523166.6	12930	2595.2	3000	148.76	159	9700	1908975.7	5909	177.6	6.88	1451175.9	188.9	196.65	11	2284.4	2627.5	9347	140.9	146.2	10149	24786	1681849.3	160	1341072.8	98.33	2451.2	2526.4	9306	136.56	138.8	9291	1732937.5	149.1	134.8	4.09	1284199.4	432.4	73143.5	2220.6	2244.1	9286	136.6	140.2	48260	1734973.5	5200.00
492.00	1158.40	198.55	1622664	306.7	11	2871.3	3662.6	171.13	11568	12732	2435004.3	6790	162.84	6.46	1640293	10855.3	2738.8	3148	158.63	169.5	10082	2318397	6370	190.3	5.33	1523166.6	210.7	294.98	11	2595.2	3000	9396	148.76	159	9700	37179	1908975.7	177.6	1451175.9	196.65	2284.4	2627.5	9347	140.9	146.2	10149	1681849.3	160	141.34	4.72	1341072.8	98.33	17361.2	2451.2	2526.4	9306	136.56	138.8	12393	1732937.5	5800.00
380.00	575.00	204.02	1901366	276.1	11	3499.4	3823.6	191.63	7966.5	50928	2217708.7	3098	216.48	3.8	1704943.8	18468.3	3447.8	3676.1	190.5	204.8	8857	2310101.4	4242	245.1	6.54	1670609.2	300.5	167.05	11	3355.8	3686.3	9489.1	179.96	189.5	11763	25464	2303248.1	224.7	1622664	83.53	2871.3	3662.6	9260	171.13	178.3	11568	2435004.3	203.8	162.84	6.46	1640293	393.3	69444.8	2738.8	3148	9380	158.63	169.5	49572	2318397	4600.00
540.00	189.90	37.16	120470.6	29.55	15	481.1	667.8	35.67	1645.98	18966.5	390388.5	3840	36.56	2.32	115107.4	2211.5	229.2	582.9	34.98	27.13	1859.5	408321.5	3321	31.4	2.69	116552.6	27.68	147.9	15	763.2	582.8	4695	32.83	25.62	1936.75	36818	415431.1	30.9	98042.9	110.93	412	768	4630	31.3	23.87	1991.43	413834.5	29.5	29.93	3.56	92354.2	73.95	1441.4	431.1	550.4	4252	30.13	21.54	18409	402158.1	870.00
930.00	515.10	56.13	249110.7	52.8	15	733.8	815.5	60.74	2978.26	41407	601988.1	5275	57.62	4.3	225500.9	2684.3	742.7	812.7	58.66	51.86	2850.2	588020.5	4691	49.1	3.53	212073.3	47.5	108.5	15	769.6	717.9	8231	56.99	48.4	2556.96	20703.5	605688.7	47.8	198459.6	54.25	645.9	744.5	8418	56.37	46.45	2424.37	626960.3	46.3	52.26	3.25	192689.2	258.2	9452.7	629.9	764.5	8420	54.62	44.79	40234	629797.2	1700.00
200.00	90.00	49.8	176542.9	35	15	611.8	670.1	50.28	1766.35	20117	566492.3	2272	46.94	1.72	166267.2	1179.5	641.5	652.2	49.92	40.26	1718.9	540680.6	1627	41	1.74	160401.5	34.4	285.8	15	614	608.2	7773	45.91	38.34	1537.96	39066	524764.8	40.3	150266.8	214.35	573.7265313	680.29	6714	43.4	36.45	1535.16	466212.2	39.3	40.21	1.52	143737.7	142.9	3244.55	554.0819663	663.97	5827	41.79	34.76	19533	409677.9	1500.00
790.00	530.40	59.4	280451.7	58.1	15	795	818.5	63.69	3347.72	21293.5	589389.6	5728	57.65	5.4	262789	2931.4	746.8	815.5	62.78	56.45	3387.72	606524.2	7196	51.3	5.97	249110.7	52.8	217	15	733.8	815.5	8002	60.74	54.26	2978.26	41407	601988.1	50.9	225500.9	162.75	742.7	812.7	8102	58.66	51.86	2850.2	588020.5	49.1	59.29	3.53	212073.3	108.5	5222.8	769.6	717.9	8231	56.99	48.4	20703.5	605688.7	2500.00
1540.00	251.50	26.87	85072.2	23.92	15	225.7	409.3	27.84	1549.44	35763	420700.5	2028	25.34	2.3	73530.1	754.3	277.8	437	25.69	17.34	1232.42	405541.8	2422	21.4	2.51	70232.2	22.05	67.15	15	284.1	346.1	3739	24.05	16.21	1013.4	17881.5	428725	19.9	64539.9	33.58	226.9	347.5	4527	23.28	15.27	897.88	519679.8	17.4	20.75	2.46	61843.9	107.3	989.3	210.1	345.3	2818	19.49	14.2	34738	410490.1	780.00
890.00	1212.00	108.42	921019.4	110.3	15	1821.6	1963.7	116.56	9459.4	47096	1391757.1	2918	107.2	2.29	832123.7	5136.1	1757.7	1817.6	112.15	115.7	10304.2	1181856.2	2264	116.3	2.47	784948.5	109.1	149.7	15	1534.6	1795.3	9022	109.02	112	10411.45	23548	1167697.4	111.4	704586.3	74.85	1836.6	1932.5	8938	110.51	108.51	12423.86	1181572.6	106	103.03	3.15	685697.5	208.8	17584.3	1408.4	1473.5	8864	105.52	105.32	45966	1188995.8	5000.00
1070.00	1854.40	154.36	1523166.6	210.7	11	2595.2	3000	148.76	9700	37179	1908975.7	5909	147.44	6.88	1451175.9	8146.1	2284.4	2627.5	140.9	146.2	10149	1681849.3	7045	160	4.72	1341072.8	173.8	98.33	11	2451.2	2526.4	9306	136.56	138.8	9291	12393	1732937.5	149.1	1284199.4	432.4	2220.6	2244.1	9286	136.6	140.2	9821	1734973.5	143.4	131.56	3.44	1137397.7	324.3	54857.63	2014.5	2143.3	9244	129.24	134.46	36195	1654038.4	5200.00
